date,open,high,low,close,volume,volume_weighted_average,num_trades
2025-07-31 19:21:00,0.21495,0.21495,0.21429,0.21455,439693.0,0.21450326395917152,957
2025-07-31 19:22:00,0.21456,0.21465,0.21436,0.21443,156238.0,0.21451908600980554,373
2025-07-31 19:23:00,0.21443,0.21461,0.21435,0.21441,220515.0,0.21449700863886811,484
2025-07-31 19:24:00,0.21441,0.21441,0.214,0.21414,388094.0,0.21415063113575575,463
2025-07-31 19:25:00,0.21414,0.21454,0.21414,0.21436,308733.0,0.21442821055734243,496
2025-07-31 19:26:00,0.21436,0.2144,0.21426,0.21426,741536.0,0.2143302838837224,370
2025-07-31 19:27:00,0.21427,0.21456,0.21423,0.21456,171482.0,0.21439091583956335,438
2025-07-31 19:28:00,0.21455,0.21456,0.21426,0.21439,129664.0,0.21438375354763078,305
2025-07-31 19:29:00,0.21439,0.21439,0.21417,0.21426,273873.0,0.2142197120198048,290
2025-07-31 19:30:00,0.21426,0.21451,0.21422,0.21422,1022452.0,0.21440795871102017,802
2025-07-31 19:31:00,0.21422,0.2144,0.21415,0.21437,231257.0,0.21431471968416094,314
2025-07-31 19:32:00,0.21437,0.21448,0.2143,0.21435,153110.0,0.21439287760433673,327
2025-07-31 19:33:00,0.21435,0.21445,0.21429,0.21432,373347.0,0.21435855043699292,404
2025-07-31 19:34:00,0.21432,0.2144,0.21405,0.21405,454024.0,0.21422711977780912,483
2025-07-31 19:35:00,0.21406,0.2142,0.21343,0.21352,1198602.0,0.213745931443465,1204
2025-07-31 19:36:00,0.21352,0.21374,0.21343,0.21373,325388.0,0.21356550717912154,784
2025-07-31 19:37:00,0.21373,0.21443,0.21367,0.21421,1442751.0,0.21419378239904183,1137
2025-07-31 19:38:00,0.21421,0.21425,0.21375,0.21386,658812.0,0.21386544496760837,733
2025-07-31 19:39:00,0.21386,0.21392,0.21352,0.21387,938928.0,0.21367468866622363,811
2025-07-31 19:40:00,0.21388,0.21408,0.21377,0.21398,445852.0,0.2139951407641998,623
2025-07-31 19:41:00,0.21397,0.21406,0.21377,0.21406,301420.0,0.2139547452060248,454
2025-07-31 19:42:00,0.21405,0.21455,0.21393,0.21455,437835.0,0.21418558274235727,492
2025-07-31 19:43:00,0.21456,0.21465,0.21405,0.21405,505015.0,0.21438292836846431,539
2025-07-31 19:44:00,0.21406,0.21426,0.21406,0.21423,383847.0,0.21417750147845366,622
2025-07-31 19:45:00,0.21423,0.21463,0.21422,0.21428,181321.0,0.21441317602483995,672
2025-07-31 19:46:00,0.21427,0.21439,0.21415,0.21419,143038.0,0.2142473630084313,489
2025-07-31 19:47:00,0.21418,0.21437,0.21414,0.2143,169470.0,0.21429344527054933,325
2025-07-31 19:48:00,0.21429,0.21429,0.21346,0.21349,634929.0,0.21399664507370114,671
2025-07-31 19:49:00,0.2135,0.21369,0.21281,0.21329,4025412.0,0.21313519542844309,2477
2025-07-31 19:50:00,0.2133,0.21371,0.21328,0.21329,1863806.0,0.21351455667596306,2002
2025-07-31 19:51:00,0.21329,0.21335,0.21305,0.21327,259290.0,0.21319333236916194,931
2025-07-31 19:52:00,0.21328,0.21354,0.21328,0.21342,295100.0,0.21343967614368012,968
2025-07-31 19:53:00,0.21342,0.21407,0.21334,0.21404,545190.0,0.21385242834608117,1036
2025-07-31 19:54:00,0.21404,0.21404,0.21358,0.21374,306900.0,0.21376728911697623,908
2025-07-31 19:55:00,0.21373,0.21374,0.21353,0.21366,253141.0,0.213641093659265,620
2025-07-31 19:56:00,0.21366,0.21374,0.21342,0.21343,648743.0,0.21354851873546224,782
2025-07-31 19:57:00,0.21344,0.21385,0.21344,0.21385,107246.0,0.21366866950748747,549
2025-07-31 19:58:00,0.21385,0.21392,0.2134,0.21355,803693.0,0.2135140198807256,912
2025-07-31 19:59:00,0.21354,0.21392,0.2135,0.21379,526618.0,0.21375365513522135,571
2025-07-31 20:00:00,0.21379,0.21379,0.21357,0.21371,885796.0,0.21368591109013815,638
2025-07-31 20:01:00,0.21372,0.2142,0.21369,0.21377,1448696.0,0.213914132136763,1564
2025-07-31 20:02:00,0.21376,0.21415,0.21359,0.21361,387587.0,0.21375961337712565,826
2025-07-31 20:03:00,0.21361,0.21375,0.21312,0.21326,2732656.0,0.21349527174294897,1410
2025-07-31 20:04:00,0.21326,0.21335,0.21281,0.21313,377817.0,0.21309927012283725,977
2025-07-31 20:05:00,0.21313,0.21318,0.2123,0.2124,3215229.0,0.21251407249685791,1761
2025-07-31 20:06:00,0.21241,0.21255,0.21211,0.21235,2152750.0,0.21231150042503774,1752
2025-07-31 20:07:00,0.21235,0.2133,0.21235,0.21288,2017362.0,0.21295421521273822,1731
2025-07-31 20:08:00,0.21288,0.21296,0.21254,0.21265,1528587.0,0.21281472641727295,1094
2025-07-31 20:09:00,0.21266,0.21266,0.21234,0.21245,668879.0,0.2124809871890133,980
2025-07-31 20:10:00,0.21245,0.21258,0.21214,0.21221,604401.0,0.21240313897561386,1098
2025-07-31 20:11:00,0.2122,0.21266,0.21213,0.21265,532860.0,0.21239536521788085,992
2025-07-31 20:12:00,0.21266,0.21342,0.21266,0.21342,983198.0,0.21301347979755858,1135
2025-07-31 20:13:00,0.21342,0.2136,0.21324,0.21336,587194.0,0.21351085075801185,838
2025-07-31 20:14:00,0.21337,0.2134,0.21302,0.21309,276988.0,0.2131701802605167,635
2025-07-31 20:15:00,0.2131,0.2133,0.21292,0.21302,337294.0,0.2130543755596008,906
2025-07-31 20:16:00,0.21303,0.21314,0.21279,0.21281,96146.0,0.21300487238158633,476
2025-07-31 20:17:00,0.21282,0.21331,0.21275,0.21331,260493.0,0.21296941764270058,447
2025-07-31 20:18:00,0.2133,0.21353,0.21312,0.21353,394040.0,0.2133121309765506,603
2025-07-31 20:19:00,0.21352,0.21422,0.21348,0.21421,798221.0,0.2137566030460236,871
2025-07-31 20:20:00,0.21422,0.21428,0.21386,0.21394,229829.0,0.2140938325885767,500
2025-07-31 20:21:00,0.21394,0.21401,0.21381,0.21396,557836.0,0.21394594649681986,499
2025-07-31 20:22:00,0.21397,0.21408,0.21359,0.21365,172337.0,0.21378548431271288,390
2025-07-31 20:23:00,0.21365,0.21378,0.21344,0.21346,411633.0,0.21359833458444777,365
2025-07-31 20:24:00,0.21345,0.21358,0.21315,0.2133,680131.0,0.2133794801883755,478
2025-07-31 20:25:00,0.2133,0.21347,0.21319,0.21346,307460.0,0.21335024848760817,337
2025-07-31 20:26:00,0.21347,0.21356,0.21305,0.2131,1472112.0,0.21342858100470616,522
2025-07-31 20:27:00,0.21311,0.21314,0.21274,0.21282,1087912.0,0.2130433993282545,638
2025-07-31 20:28:00,0.21282,0.21327,0.21282,0.21325,252517.0,0.21312235326730478,383
2025-07-31 20:29:00,0.21324,0.21352,0.21319,0.21352,458968.0,0.21332922539261998,471
2025-07-31 20:30:00,0.21352,0.2141,0.21352,0.21381,1488956.0,0.21378759612104054,1250
2025-07-31 20:31:00,0.21382,0.21382,0.21331,0.21367,854828.0,0.21355898626390338,654
2025-07-31 20:32:00,0.21366,0.21374,0.21317,0.21319,776632.0,0.21334916395409922,912
2025-07-31 20:33:00,0.2132,0.21329,0.21274,0.21275,368331.0,0.21311339398530127,860
2025-07-31 20:34:00,0.21274,0.21308,0.21246,0.21297,497079.0,0.21271914407971368,1141
2025-07-31 20:35:00,0.21298,0.21319,0.2129,0.21315,732306.0,0.21301962989515313,715
2025-07-31 20:36:00,0.21314,0.21319,0.21298,0.21316,604626.0,0.213057946813402,671
2025-07-31 20:37:00,0.21315,0.2133,0.21295,0.21324,210508.0,0.21314164910597222,528
2025-07-31 20:38:00,0.21325,0.21327,0.21269,0.21269,2146521.0,0.21289347600139946,712
2025-07-31 20:39:00,0.2127,0.21329,0.21267,0.21329,656544.0,0.2128161566323049,468
2025-07-31 20:40:00,0.2133,0.21356,0.2133,0.21348,203413.0,0.21345589829558584,362
2025-07-31 20:41:00,0.21347,0.21347,0.21316,0.21316,147533.0,0.2133290730887327,272
2025-07-31 20:42:00,0.21317,0.21345,0.21315,0.21324,501097.0,0.21329784947824473,441
2025-07-31 20:43:00,0.21324,0.21356,0.21324,0.21356,205556.0,0.213423849899784,398
2025-07-31 20:44:00,0.21356,0.21368,0.21343,0.21343,312001.0,0.21356827542219414,400
2025-07-31 20:45:00,0.21344,0.21365,0.21344,0.21355,341661.0,0.21352998636074938,589
2025-07-31 20:46:00,0.21356,0.21386,0.21356,0.21379,231790.0,0.21372208447301436,605
2025-07-31 20:47:00,0.21379,0.21379,0.21352,0.21355,142836.0,0.213715223473074,394
2025-07-31 20:48:00,0.21355,0.21368,0.21342,0.21368,103148.0,0.21353283272579204,498
2025-07-31 20:49:00,0.21368,0.21378,0.21361,0.21378,105115.0,0.21364197345764163,282
2025-07-31 20:50:00,0.21378,0.21395,0.21361,0.21361,201632.0,0.2137758630574512,563
2025-07-31 20:51:00,0.21361,0.21382,0.21356,0.21371,205620.0,0.21370444776772687,220
2025-07-31 20:52:00,0.2137,0.2137,0.21328,0.21329,192600.0,0.21345747840083074,362
2025-07-31 20:53:00,0.21328,0.21328,0.21296,0.21297,532131.0,0.21313417968507756,441
2025-07-31 20:54:00,0.21297,0.21322,0.21287,0.2131,295964.0,0.21304469611168927,312
2025-07-31 20:55:00,0.2131,0.21335,0.2131,0.21328,130871.0,0.21323929075196188,349
2025-07-31 20:56:00,0.21328,0.21345,0.21325,0.21327,132196.0,0.21334168348512814,304
2025-07-31 20:57:00,0.21328,0.21361,0.21328,0.21343,127797.0,0.2134681003466435,369
2025-07-31 20:58:00,0.21344,0.21365,0.21336,0.21365,164365.0,0.2135219010129894,272
2025-07-31 20:59:00,0.21365,0.21366,0.21342,0.21342,46210.0,0.21356817442112094,223
2025-07-31 21:00:00,0.21342,0.21342,0.21314,0.21331,242598.0,0.213231762133241,415
2025-07-31 21:01:00,0.21331,0.21352,0.21331,0.21349,125550.0,0.21342197068896854,219
2025-07-31 21:02:00,0.2135,0.2136,0.21349,0.2136,110936.0,0.2135290311530973,243
2025-07-31 21:03:00,0.2136,0.2136,0.21332,0.21333,539830.0,0.21349484417316564,418
2025-07-31 21:04:00,0.21333,0.21377,0.21333,0.21377,235580.0,0.21353576305289076,420
2025-07-31 21:05:00,0.21377,0.21437,0.21377,0.21421,616045.0,0.2141744725953461,798
2025-07-31 21:06:00,0.2142,0.2142,0.21342,0.21342,608420.0,0.21375844615561618,651
2025-07-31 21:07:00,0.21342,0.21374,0.21331,0.21374,943436.0,0.21343102676811146,548
2025-07-31 21:08:00,0.21374,0.2138,0.21345,0.21345,464699.0,0.21361858140430687,414
2025-07-31 21:09:00,0.21345,0.21345,0.21323,0.2134,339136.0,0.21337182584567843,232
2025-07-31 21:10:00,0.2134,0.21351,0.21335,0.21345,341202.0,0.21342234828635234,271
2025-07-31 21:11:00,0.21345,0.21377,0.21345,0.21348,362568.0,0.21360257074534983,332
2025-07-31 21:12:00,0.21349,0.21357,0.2134,0.2134,251498.0,0.21346986600291054,268
2025-07-31 21:13:00,0.21339,0.21361,0.21331,0.21334,2753942.0,0.21338832262262603,644
2025-07-31 21:14:00,0.21337,0.21338,0.21298,0.213,4495868.0,0.21321912350407085,1323
2025-07-31 21:15:00,0.21299,0.21323,0.21299,0.21311,366123.0,0.21310785126856277,429
2025-07-31 21:16:00,0.2131,0.21341,0.21305,0.21337,237313.0,0.21326299456835487,424
2025-07-31 21:17:00,0.21338,0.21359,0.21332,0.21332,147804.0,0.21346705244783634,437
2025-07-31 21:18:00,0.21332,0.21349,0.21325,0.21349,276392.0,0.21333430786708732,342
2025-07-31 21:19:00,0.2135,0.21358,0.21333,0.21333,159114.0,0.2134899781288887,364
2025-07-31 21:20:00,0.21334,0.21354,0.21332,0.21332,72070.0,0.2134494472041071,383
2025-07-31 21:21:00,0.21332,0.2136,0.21327,0.21351,88461.0,0.21340370479646398,314
2025-07-31 21:22:00,0.2135,0.2135,0.21324,0.21325,195716.0,0.21330963283533283,400
2025-07-31 21:23:00,0.21324,0.21333,0.21298,0.21318,432931.0,0.21312642730596792,633
2025-07-31 21:24:00,0.21318,0.21326,0.21298,0.21307,239722.0,0.21309983485036835,428
2025-07-31 21:25:00,0.21308,0.2132,0.213,0.21301,236547.0,0.21307938160281045,396
2025-07-31 21:26:00,0.21301,0.21331,0.21297,0.21326,481780.0,0.2130487335298269,427
2025-07-31 21:27:00,0.21326,0.21356,0.21326,0.21355,332853.0,0.21344484646375428,446
2025-07-31 21:28:00,0.21354,0.21363,0.2135,0.21361,133499.0,0.21356356796680126,361
2025-07-31 21:29:00,0.21362,0.21391,0.21358,0.21389,147722.0,0.21376345892961102,337
2025-07-31 21:30:00,0.2139,0.21394,0.21369,0.21393,353073.0,0.21373405174000845,356
2025-07-31 21:31:00,0.21393,0.21439,0.21393,0.21425,279624.0,0.21416849229679855,606
2025-07-31 21:32:00,0.21426,0.21452,0.21426,0.21446,332208.0,0.2144318042912874,430
2025-07-31 21:33:00,0.21446,0.21469,0.21442,0.21447,1138630.0,0.2146056131930478,672
2025-07-31 21:34:00,0.21448,0.21465,0.21439,0.21441,460120.0,0.21447665682865338,516
2025-07-31 21:35:00,0.21442,0.21442,0.21426,0.21426,296498.0,0.2143186679842697,238
2025-07-31 21:36:00,0.21426,0.21426,0.21399,0.214,594023.0,0.21411908210624842,546
2025-07-31 21:37:00,0.214,0.21422,0.214,0.21416,871787.0,0.21414510308137194,343
2025-07-31 21:38:00,0.21416,0.21422,0.21409,0.21419,120040.0,0.21415773375541486,181
2025-07-31 21:39:00,0.21418,0.21418,0.21404,0.21408,43682.0,0.21408723341422095,156
2025-07-31 21:40:00,0.21409,0.21419,0.21409,0.21412,152671.0,0.21413733348180072,189
2025-07-31 21:41:00,0.21412,0.21414,0.21393,0.21401,387767.0,0.2139956362970547,276
2025-07-31 21:42:00,0.214,0.21402,0.21398,0.21399,32414.0,0.21399345097797248,67
2025-07-31 21:43:00,0.21399,0.21401,0.21394,0.21398,345703.0,0.21397291961597095,193
2025-07-31 21:44:00,0.21397,0.21402,0.21395,0.21401,92383.0,0.2139947962287434,117
2025-07-31 21:45:00,0.21402,0.21412,0.21401,0.21412,76771.0,0.21403752198095635,166
2025-07-31 21:46:00,0.21413,0.21438,0.21412,0.21429,158445.0,0.21428312638454983,324
2025-07-31 21:47:00,0.21428,0.21428,0.21421,0.21421,115166.0,0.2142254897278711,106
2025-07-31 21:48:00,0.21422,0.21426,0.21411,0.21412,145124.0,0.21421950497505582,218
2025-07-31 21:49:00,0.21412,0.21412,0.21364,0.21364,995959.0,0.21387204244351424,451
2025-07-31 21:50:00,0.21364,0.21364,0.21342,0.21342,343204.0,0.21355172870945557,344
2025-07-31 21:51:00,0.21342,0.21342,0.21323,0.21323,92040.0,0.21333114580617124,214
2025-07-31 21:52:00,0.21323,0.21323,0.21162,0.21169,4420187.0,0.21228580266400493,3308
2025-07-31 21:53:00,0.21169,0.21221,0.21094,0.21219,3760554.0,0.21128509826477695,3606
2025-07-31 21:54:00,0.2122,0.21263,0.21218,0.21226,470541.0,0.21238681360391548,1200
2025-07-31 21:55:00,0.21226,0.21226,0.21154,0.21156,625591.0,0.21172341748842294,1182
2025-07-31 21:56:00,0.21156,0.21213,0.21117,0.21183,1593513.0,0.21178364499693444,2210
2025-07-31 21:57:00,0.21182,0.21208,0.2116,0.21208,675876.0,0.2117883703815493,738
2025-07-31 21:58:00,0.21208,0.21281,0.21196,0.21281,1370114.0,0.212399357673887,1614
2025-07-31 21:59:00,0.2128,0.21293,0.21265,0.21279,210834.0,0.2127856263221302,687
2025-07-31 22:00:00,0.2128,0.21281,0.21168,0.21168,1446894.0,0.21211032865572738,1729
2025-07-31 22:01:00,0.21168,0.21231,0.21162,0.2119,543374.0,0.21202303365637662,2144
2025-07-31 22:02:00,0.21191,0.21211,0.21151,0.21152,1062056.0,0.21189615845115511,2116
2025-07-31 22:03:00,0.21151,0.21191,0.21151,0.21187,1058846.0,0.21170734626187376,1532
2025-07-31 22:04:00,0.21187,0.21201,0.21148,0.2118,629772.0,0.21181334370216523,1183
2025-07-31 22:05:00,0.21179,0.21181,0.2113,0.21162,443670.0,0.21160927364933396,1051
2025-07-31 22:06:00,0.21162,0.21167,0.21073,0.21097,1489764.0,0.21098821971131,1700
2025-07-31 22:07:00,0.21097,0.21104,0.21062,0.21103,1148337.0,0.21081151294437087,1361
2025-07-31 22:08:00,0.21104,0.21112,0.21069,0.2107,442809.0,0.21081319650232944,778
2025-07-31 22:09:00,0.21071,0.21091,0.21064,0.21073,974202.0,0.21071153898267503,538
2025-07-31 22:10:00,0.21073,0.21117,0.21056,0.21117,922802.0,0.2108508702083437,874
2025-07-31 22:11:00,0.21116,0.21116,0.21061,0.21093,632800.0,0.210838413369153,701
2025-07-31 22:12:00,0.21094,0.21135,0.21094,0.21126,504426.0,0.21117226227434746,552
2025-07-31 22:13:00,0.21127,0.21135,0.21108,0.21127,246809.0,0.2111933293356401,441
2025-07-31 22:14:00,0.21128,0.21153,0.21127,0.21146,322151.0,0.21139162156876745,468
2025-07-31 22:15:00,0.21146,0.21162,0.2112,0.21136,196018.0,0.2113702574763542,616
2025-07-31 22:16:00,0.21136,0.21222,0.21136,0.21215,862106.0,0.21188461353940236,1009
2025-07-31 22:17:00,0.21214,0.21222,0.21179,0.21182,584520.0,0.2119547900157394,627
2025-07-31 22:18:00,0.21181,0.21184,0.21134,0.21165,605196.0,0.2115786102023146,690
2025-07-31 22:19:00,0.21164,0.21174,0.21124,0.21129,296348.0,0.21146861342070808,580
2025-07-31 22:20:00,0.2113,0.21173,0.21129,0.21166,1470093.0,0.2115880729314404,900
2025-07-31 22:21:00,0.21166,0.21175,0.21147,0.21175,229254.0,0.211599105751699,383
2025-07-31 22:22:00,0.21174,0.21176,0.21145,0.21164,332430.0,0.21166994901182204,574
2025-07-31 22:23:00,0.21164,0.21172,0.21115,0.21116,316144.0,0.21144755190672604,515
2025-07-31 22:24:00,0.21117,0.21139,0.21091,0.21096,311072.0,0.21105737337336694,540
2025-07-31 22:25:00,0.21095,0.2112,0.21085,0.21111,989480.0,0.21099128007640378,612
2025-07-31 22:26:00,0.2111,0.21112,0.21067,0.21067,536627.0,0.21089465192768905,627
2025-07-31 22:27:00,0.21068,0.21088,0.2105,0.21067,765713.0,0.21064370308457608,647
2025-07-31 22:28:00,0.21068,0.21115,0.21068,0.21109,1173978.0,0.21095314045067284,739
2025-07-31 22:29:00,0.21108,0.21138,0.21101,0.21137,256889.0,0.21122012495669337,379
2025-07-31 22:30:00,0.21138,0.2114,0.21058,0.21071,832234.0,0.21084767194082435,744
2025-07-31 22:31:00,0.21071,0.21071,0.21028,0.21055,1861512.0,0.21043876538534267,999
2025-07-31 22:32:00,0.21056,0.21079,0.2105,0.21051,501255.0,0.2106497678626647,567
2025-07-31 22:33:00,0.21052,0.211,0.21052,0.21094,259557.0,0.21072825398660025,452
2025-07-31 22:34:00,0.21095,0.21098,0.21059,0.2107,383792.0,0.21073773259995,472
2025-07-31 22:35:00,0.21069,0.21069,0.21025,0.21052,2457123.0,0.2104487810093349,1083
2025-07-31 22:36:00,0.21053,0.21057,0.21012,0.21016,1229768.0,0.21027904684460808,851
2025-07-31 22:37:00,0.21017,0.21046,0.21012,0.21015,693308.0,0.21028082696290828,651
2025-07-31 22:38:00,0.21015,0.21023,0.21,0.21004,2189322.0,0.2100283601498546,1348
2025-07-31 22:39:00,0.21005,0.21012,0.20983,0.21008,9855951.0,0.20998695414577448,1543
2025-07-31 22:40:00,0.21007,0.21029,0.21001,0.21024,806142.0,0.21012653191373232,1047
2025-07-31 22:41:00,0.21023,0.21023,0.20997,0.21003,649465.0,0.21012424574072505,669
2025-07-31 22:42:00,0.21003,0.2106,0.20998,0.2106,851736.0,0.2102784434496135,467
2025-07-31 22:43:00,0.2106,0.21074,0.2105,0.21057,508190.0,0.21061842867825026,502
2025-07-31 22:44:00,0.21058,0.21073,0.21051,0.21069,325954.0,0.21060159513305557,425
2025-07-31 22:45:00,0.21069,0.21069,0.2104,0.2104,914139.0,0.21053810649146357,575
2025-07-31 22:46:00,0.2104,0.21049,0.21034,0.2104,651039.0,0.21042395607636408,496
2025-07-31 22:47:00,0.21039,0.21039,0.21015,0.21016,641853.0,0.2102466477370987,515
2025-07-31 22:48:00,0.21016,0.21019,0.20989,0.20997,499586.0,0.20998617635402114,512
2025-07-31 22:49:00,0.20996,0.21,0.20986,0.20999,256455.0,0.20992714834961299,247
2025-07-31 22:50:00,0.21,0.21028,0.20988,0.21028,915164.0,0.21009243986870113,865
2025-07-31 22:51:00,0.21028,0.2104,0.21011,0.21016,269198.0,0.2102812454030119,553
2025-07-31 22:52:00,0.21015,0.21018,0.21002,0.21003,410549.0,0.21010615551371456,457
2025-07-31 22:53:00,0.21003,0.21092,0.21003,0.21092,745687.0,0.21059663411055846,891
2025-07-31 22:54:00,0.21091,0.21105,0.21067,0.21068,961535.0,0.21092910627278258,947
2025-07-31 22:55:00,0.21068,0.21075,0.21043,0.21054,285371.0,0.2105695539140277,705
2025-07-31 22:56:00,0.21054,0.21066,0.2104,0.21066,217679.0,0.21051431902020867,372
2025-07-31 22:57:00,0.21067,0.21079,0.21059,0.21078,145602.0,0.2106928251672367,276
2025-07-31 22:58:00,0.21078,0.21109,0.21074,0.21106,396920.0,0.21094989161543887,444
2025-07-31 22:59:00,0.21106,0.21106,0.21073,0.21075,170916.0,0.21082712063235742,399
2025-07-31 23:00:00,0.21075,0.21125,0.21058,0.2112,585591.0,0.21089274187957124,729
2025-07-31 23:01:00,0.21119,0.21128,0.21098,0.21123,442155.0,0.21109606117764132,617
2025-07-31 23:02:00,0.21122,0.21171,0.21122,0.21171,850292.0,0.2113964358361598,608
2025-07-31 23:03:00,0.21171,0.21183,0.21156,0.21182,159664.0,0.21166883110782642,417
2025-07-31 23:04:00,0.21183,0.212,0.21154,0.21154,618568.0,0.21178646983031776,670
2025-07-31 23:05:00,0.21154,0.21176,0.2115,0.21162,125703.0,0.21167648282061685,400
2025-07-31 23:06:00,0.21162,0.21177,0.21135,0.21177,277740.0,0.21158147814502773,485
2025-07-31 23:07:00,0.21178,0.212,0.21178,0.21199,280940.0,0.21185889164946253,294
2025-07-31 23:08:00,0.21199,0.212,0.21135,0.21145,3355838.0,0.2115098279982526,701
2025-07-31 23:09:00,0.21146,0.21157,0.21087,0.21087,6147779.0,0.21143822558032746,1062
2025-07-31 23:10:00,0.21088,0.21138,0.21088,0.21138,742364.0,0.2111765543587782,610
2025-07-31 23:11:00,0.21137,0.21172,0.21134,0.21164,659318.0,0.21157900193836662,618
2025-07-31 23:12:00,0.21163,0.21191,0.21161,0.21181,202999.0,0.21179213744895295,390
2025-07-31 23:13:00,0.2118,0.21214,0.21174,0.21196,700270.0,0.21198087621917258,619
2025-07-31 23:14:00,0.21195,0.21195,0.21168,0.21181,449303.0,0.2117950545845454,370
2025-07-31 23:15:00,0.21181,0.21181,0.21141,0.21164,1620162.0,0.21157373696580958,835
2025-07-31 23:16:00,0.21165,0.21171,0.2112,0.21121,634240.0,0.21138215724331486,603
2025-07-31 23:17:00,0.21122,0.21162,0.21122,0.21145,446893.0,0.21153400400095773,539
2025-07-31 23:18:00,0.21146,0.21147,0.21107,0.21108,450549.0,0.21119380560161047,447
2025-07-31 23:19:00,0.21108,0.21112,0.21073,0.21094,708005.0,0.21098104263387968,697
2025-07-31 23:20:00,0.21094,0.21125,0.21083,0.21105,285463.0,0.21104040026203047,548
2025-07-31 23:21:00,0.21105,0.21162,0.21105,0.21152,784547.0,0.2114034491751291,496
2025-07-31 23:22:00,0.21152,0.21152,0.21118,0.21141,394645.0,0.21131711951247323,432
2025-07-31 23:23:00,0.21142,0.21176,0.21142,0.21143,374094.0,0.21161916515635107,501
2025-07-31 23:24:00,0.21143,0.21143,0.21106,0.21108,626122.0,0.21120891930007252,409
2025-07-31 23:25:00,0.21109,0.21151,0.21109,0.21151,717950.0,0.21136066238596002,774
2025-07-31 23:26:00,0.21152,0.21152,0.21116,0.2112,502442.0,0.21127651719004384,565
2025-07-31 23:27:00,0.2112,0.21143,0.2112,0.21128,559293.0,0.21131724119558085,729
2025-07-31 23:28:00,0.21127,0.21146,0.21115,0.21116,265285.0,0.21131715954539457,433
2025-07-31 23:29:00,0.21117,0.21121,0.21075,0.21075,514112.0,0.21102790893813023,548
2025-07-31 23:30:00,0.21076,0.21082,0.21011,0.21019,1211466.0,0.21041230254914295,1456
2025-07-31 23:31:00,0.21018,0.21028,0.21003,0.2102,1073751.0,0.2101423632853427,898
2025-07-31 23:32:00,0.2102,0.21029,0.20943,0.20967,3171475.0,0.2097495887686329,2762
2025-07-31 23:33:00,0.20966,0.20999,0.20916,0.20975,5353360.0,0.2096167342061808,2970
2025-07-31 23:34:00,0.20976,0.2103,0.20967,0.20994,1026957.0,0.2099803860239523,1442
2025-07-31 23:35:00,0.20994,0.21033,0.20994,0.21011,893163.0,0.210169560225849,1186
2025-07-31 23:36:00,0.2101,0.2102,0.20989,0.21006,465411.0,0.21007588391765558,1111
2025-07-31 23:37:00,0.21007,0.21014,0.20959,0.2096,1864914.0,0.20986585786261458,919
2025-07-31 23:38:00,0.20959,0.20974,0.20935,0.20957,2400763.0,0.20953883013858512,1480
2025-07-31 23:39:00,0.20956,0.20991,0.20945,0.20945,618549.0,0.20975441457346145,910
2025-07-31 23:40:00,0.20945,0.20957,0.20888,0.20914,3218893.0,0.20918641614058003,2252
2025-07-31 23:41:00,0.20913,0.2092,0.20814,0.20884,10771277.0,0.20854134585899148,3913
2025-07-31 23:42:00,0.20884,0.20932,0.20879,0.20905,1684476.0,0.2090443197825318,1463
